review_id,user_id,review_text,date,url_review
11,Darya Tep,"Бесплатный вводный урок абсолютно бесполезен, его проводит НЕ преподаватель английского. На уроке вам ничего не расскажут, будет пара упражнений, чтобы определить ваш уровень, но основное время займет рассказ, о том какая замечательная школа и как вам необходимо к ней присоединиться. Обычные уроки идут по программе, которая есть в системе, и вся Гибкость учебного процесса заключается только в выборе ее сложности. Если вы наслушались рекламных слоганов, а-ля ""вы будете изучать английский, так как вам удобно"", забудьте. Не исключено, что вам попадется хороший педагог, но есть вероятность, что из 30 вариантов, которые вам предложат у 20 будет ужасный акцент, у 5 проблемы с дикцией/микрофоном, а с 4 оставшимися ваши интересы разойдутся как в море корабли. И последний вариант будет единственным, но не факт, что достаточно хорошим. Нужно быть внимательном с переносами занятий! 1. Переносов ограниченное количество (2 в месяц) 2. То, что у вас скоро урок никто не предупредит (предупреждение приходит только когда уже урок начался) 2. Перенос возможен только за 8 часов Приложение не несет в себе феерической ценности, тот же puzzle english справляется лучше (это не реклама)",26.12.2019,https://otzovik.com/review_9223278.html
12,Артем,"Для развития по карьерной лестнице нужно было развиваться в новых направлениях, среди всех онлайн-школ мне подошла Нетология, так как здесь большой объём материалов и долгий срок обучения, так как я не думаю что чему-то можно хорошо выучиться за 3-4 месяца, как на некоторых других площадках обучения. Материалы подаются разносторонне: текст, презентации, задания и вебинары. Вебинары проходят по Московскому времени, так что из реигонов, как мне (+4 часа от Мск) было не очень удобно посещать, но все вебинары были под запись и можно было посмотреть позже. Также есть чат для студентов в котором можно спросить что вас интересует или если что-то непонятно. Был ментор для выбранного направления обучения, к которому можно было всегда обратиться. Гибкость учебного процесса — адекватный, спокойно совмещается с работой 5/2. Из минусов это конечно вебинары поздно, если вы из регионов далёких от Москвы. В целом — всё хорошо. Полученные знания применяются регулярно в работе, так как работал на смежной специальности.",17.06.2025,https://www.sravni.ru/shkola/netologiya/otzyvy/967114/
13,Евгений,"Плюсы: Гибкое расписание. Преподаватели профи. Возможность просмотра уроков, могу учиться в комфортном темпе. Минусы: Сроки для сдачи итоговых проектов довольно строгие, что может создать дополнительное давление. Иногда служба поддержки не отвечает столь оперативно, как хотелось бы.",22.07.2024,https://www.sravni.ru/shkola/talentsy/otzyvy/805484/
14,Роман,"При выборе школы для изучения языка программирования «Python для анализа данных», умело клюнул на презентацию менеджера, который явно указывала на недостатки иных школ. На словах все оказалось красиво. На практике пришлось столкнуться со следующим: уроки даются на банальные темы, домашние задания нацелены на самостоятельный поиск решений (это прямо указано в нотациях и на это делают акценты спикеры, указывая, что решение задач в будущем почти наврняка будут такими, что их еще никто не решал) и это на самом начальном этапе. Таким образом, затрачивая время на прослушивание лекций, тратил время на самостоятельный поиск решений, при этом не получил фундамента знаний и методологии решения задач, а находившиеся решения в интернете не давали ответа как работает программирование (находишь какое-то написание кода, которое видишь впервые, и отправляешь на проверку), задание в таком виде принимается. Что не устроило: оплачиваешь обучение, а по итогу обучаешься самостоятельно по всем отрывочным сведениям в интернете. В чем ценность такого обучения, для меня осталось загадкой. При этом, при завершении обучения на 23.05.2024 Со сроком обучения 22.04.2024 — 23.08.2024, С прослушанными лекциями менее трети, сумму к возврату исчислили как 10% от цены курса, что, по моему мнению, является признаком злоупотребления правом профессиональным участком в правоотношениях, это также противоречит ЗОПП. Буду жаловаться и судиться. Дополню отзыв позднее.",29.05.2024,https://www.sravni.ru/shkola/netologiya/otzyvy/787923/
15,Пользователь,"Была цель выйти только на Озон. курс купила за 80 с копейками тысяч рублей. Все, что я получила — это база, которую может дать обучающая платформа самого озона, кстати, у озона она более обширная и подробная. Считать экономику — да, но этому может научить и начертить табличку и знакомая, сидя на кухне. О проблемах, с которыми я столкнулась по ходу не было ни слова — честный знак, сертификация, декларация, импорт, документы от поставщиков… и т. Д. За 80.000 Рублей вас научат на какие кнопки нажимать при регистрации и т. Д. , Дадут пару табличек для расчетов, объяснят чем отличается вайлдберис от алиэкспресс и, в принципе, на этом всё! Объясните мне как решать РЕАЛЬНЫЕ проблемы, с которыми я сталкиваюсь сразу же и это отнюдь не регистрация в личном кабинете или «какой маркетплейс выбрать». Объясните мне как взаимодействовать с государством, честным знаком, зарубежными поставщиками! А о том, как взаимодействовать с Озоном есть информация на самом Озоне! SKILLBOX, Вы инфоцыгане, верните деньги!",09.05.2023,https://www.sravni.ru/shkola/skillbox/otzyvy/653973/
16,Дарья,"Я прошла курс по семейной психоогии 1300 часов длительностью 12 месяцев, по окончанию выдается диплом психолога консультанта со специализацией психолог в «семейной психологии». Я благодарна институту за возможность освоить новую для себя профессию, за атмосферу внутри, за понятность материала и конечно же за огромнейшее количество практики. Во время обучения удалось также перевестись в другой поток чтобы успеть за материалом и не отставать от программы, что пошло на руку, получилось более спокойно дальше учиться с учетом небольшой паузы. Круто что в целом есть такая опция. Также хочу отметить невероятную механику практики — работа в тройках, каждая встреча в тройке помогла отработать изученную технику. Всегда по началу было страшно, но со временем благодаря поддержке менторов я смогла уверенно выходить и говорить «на камеру», да еще и терапию проводить с изученными техниками. Нельзя не отметить преподавателльский состав — огромная благодарность Альбине С. И Сергею З. За их подачу. Рекомендую этот институт",20.02.2026,https://www.sravni.ru/shkola/smart-inc/otzyvy/1084549/
17,Кирилл,"В данный момент на курсе по программированию. До этого не учился на курсах, из-за этого не с чем сравнить. Решил приобрести курс для того, чтобы получить упорядоченные знания. Пока учился самостоятельно, удавалось разобрать отдельные темы, а общей картины в голове нет: (. Поэтому курс оказался очень кстати. О впечатлениях от занятий скажу так: есть очень крутые лекторы, все понятно, кратко и без воды, среди них Тимур А. И Олег Б. Например. Но есть и другие, приходится или пересматривать лекцию несколько раз или изучать тему самому, гуглить другие уроки. Бесспорно, это тоже нужный навык, но это можно и бесплатно делать ( Еще из плюсов: при покупке сказали, что доводят всех до конца обучения и стараются не отчислять, если нужно переведут в другую группу, чтобы было больше времени освоить материал. Мне по личным обстоятельствам нужна заморозка сверх лимита и я надеюсь потом доучусь, как и обещали)",10.03.2025,https://www.sravni.ru/shkola/netologiya/otzyvy/1006477/
18,AnutkaLuthik,"Добрый день, Пишу этот отзыв, дабы предостеречь от обращения в эту компанию для изучения английского языка. Сразу хочу отметить, что на их сайте не указана информация об их юридическом наименовании и юр. данных. Есть пометка, что у них есть лицензии, но они не кликабельные, то есть это маленькие картинки, которые вы не можете увеличить и прочесть содержащуюся в них информацию, также на сайте вы не можете оставить отзыв… хотя отзывы там есть и они сплошь положительные. Это должно было меня смутить, но я даже не обратила на это внимание... Изначально я искала онлайн курсы английского языка для того, чтобы не тратя время на дорогу, его улучшить. Это было необходимо для работы и для общения в путешествиях., и я наткнулась на сайт Skyeng. Они предложили мне бесплатное вводное занятие. И после уже курс. На бесплатном вводном занятии, (хотя занятием это сложно назвать, это было больше похоже на определение моего уровня знания языка, а также рассказ про занятия в этой школе в целом, ) у меня был преподаватель с хорошим английским языком, с отличным произношением. Я согласилась на курс из 8 занятий, и мне обещали, что: если преподаватель не подойдет, то его можно поменять, также можно поменять и структуру урока (делать больше акцент на грамматику или устную речь), менеджер будет со мной связываться, если я к нему буду обращаться и если вообще никак не понравится данная школа, можно будет вернуть деньги за неиспользованные уроки (это в соответствии с законодательством как «неоказанные услуги»). Обман оказался по всем пунктам. Преподаватель, который вел пробный урок, оказался не преподавателем, а специалистом-методистом, который только и ведет пробные занятия. Далее назначают текущего учителя. Уровень преподавателей значительно ниже, чем уровень методиста… Мой преподаватель Дмитрий никак не откликался на мои просьбы повторять грамматику, и мы шли ровно по упражнениям учебника. Если были ошибки, он не говорил в чем они, и мы шли дальше. Много раз я пыталась связаться с менеджером, чтобы он повлиял на Дмитрия, раз у меня не получается, но менеджер и мне-то редко отвечал, сомневаюсь, что он связывался с ним, и занятия продолжались по старой схеме, мы снова шли по электронному учебнику дальше. После нескольких занятий-мучений, я решила сменить преподавателя, надеясь, что это отразится на качестве, но и это оказалось бессмысленным. В итоге у меня больше не было сил настаиваться на своем, как и не было толка в моих уроках и я решила отказаться от их услуг и найти другие. 27 мая я им сообщила, что наше сотрудничество закончилось, и так как у меня оставались неиспользованные занятия, школа обещала мне вернуть за них деньги в течение 30 дней, указав, что обычно деньги возвращаются намного раньше. Также мне обещали прислать сообщение, когда деньги будут переведены. Деньги до сих пор не переведены, на мои звонки в компанию, они отвечают, что отправили средства еще в начале июня, но банк опровергает эти данные. По телефону менеджеры Skyeng говорят лишь только, что они будут решать эту проблему и перезвонят. Но они не перезванивают. По вопросу возврата я звонила им уже 5 раз, но каждый раз они говорят, что это не в их компетенции и они не могут соединить меня с тем, кто за это отвечает. Итог: сами занятия проводятся бездарно, вы можете купить учебник и решебник и сами пройтись по всем упражнениям, если что, деньги вам не вернут.",21.06.2018,https://otzovik.com/review_6616428.html
19,deniska otzovik,"Занимался на платформе больше года. Получил письмо от Skyeng написать тут правдивый отзыв и в подарок мне предложили бесплатное занятие. Что же пишу. О Skyeng Это не школа! Они просто ищут фрилансеров и учеников, организуют процесс оплаты и все. Ах ну да, еще все занимаются через их платформу. Никакого контроля за процессом преподавания нет, за уровнем учеников и прогрессом тоже. То есть все что касается вашего обучения контролирует фрилансер, Skyeng контролирует только вашу оплату. Что касается самой платформы Skyeng, то она периодически виснет, материалы в ней очень скудные и очень примитивные. Фактически ты чаще всего просто выбираешь правильный ответ из 2-4 вариантов и чувствуешь удовлетворение когда тебе показывают оценку 8-9 за такое задание. Словарь, которым пользуются в Skyeng у половины слов выдает переводы не с английского, а с древне-английского или с латыни. В общем пользоваться им необходимо крайне внимательно. О преподавателях Происходит процесс развода следующим образом - на первом пробном уроке с вами занимается преподаватель с просто очень очень хорошим уровнем языка, просто лучший что у них есть, но его задача не занятие провести и заставить вас оплатить сразу после урока. Ну он уровень ваш определит. Далее вам просто подберут фрилансера. И тут как с любым фрилансером, может повезти, а может нет. Мне повезло и я занимался год, но у меня уровень был в начале занятий pre-int. Друзья которые приходили в Skyeng с уровнем Upper-int столкнулись с тем, что подобрать преподавателя на такой уровень они не могут. То есть могут конечно, но ровно с таким же уровнем как у ученика! Я позанимался год и попросил мне найти преподавателя носителя языка. Выяснилось что любое время для них это ""очень популярное время"" и ""найти преподавателя очень трудно на это время"". В итоге за 1700 рублей за 50 минут они из носителей предлагают ирландца и ЮАР. О клиентском сервисе формально у каждого ученика есть персональный менеджер который решает ваши вопросы, ищет замену преподавателя и т. п. Но менеджеры работают по принципу на отвали. Что касается организационных вопросов (перенести занятия) то я писал своему преподавателю и она все делала, но тут надо опять напомнить что мне повезло в преподавателем. К менеджеру я обратился год спустя когда решил попросить преподавателя носителя. Так вот первый менеджер мне просто впарил вариант с неудобным мне временем просто поставив перед фактом, вот есть ""давайте попробуем"" (это вообще знаменитая фраза при подборе преподавателя, как на профи ру ищешь, попробовал - не понравилось, но ты уже заплатил!). На логичный вопрос, а есть ли какие то варианты мне ответили ""На наш взгляд это лучший вариант для вас"", от такого ответа я офигел, не поняв причем тут их взгляд когда деньги плачу я и как это ирландец может быть лучшим вариантом. Попробовав я убедился что вариант совсем не лучший и попросил заменить мне преподавателя, а заодно и менеджера-врунишку. Менеджера мне заменили, но как выяснилось выбрали еще менее адекватного. Следующий менеджер мне подбирала преподавателя следующим образом: носитель на этот раз был из ЮАР, а о занятии я узнал из смс от Skyeng с датой занятия (занятие правда в назначенное время не состоялось, т. к. преподаватель не явился!). То есть этот менеджер даже не спросила подходил ли вам этот преподаватель, не дала послушать запись голоса и не спросила одобряю ли я дату и время начала занятий. Просто швырнули как кость собаке - жри. Это отношение к клиенту который год уже платит деньги и оплачивает по 4 занятия в неделю! Итог: полагаю что у Skyeng бизнес модель заключается в том чтобы развести ученика на первую оплату и уже тут он окупает рекламные расходы потраченные на его привлечение, поэтому возиться с ним дальше не имеет для Skyeng никакого смысла. Так что занятия со Skyeng это рулетка с большим количеством случайностей, если все сложится и вам попадется (именно попадется, потому что никто вам подбирать преподавателя под ваши запросы не станет!) нормальный фрилансер, то вы будете с ним заниматься, Skyeng получит свою комиссию и потратит деньги на то что у него получается лучше всего - на маркетинг (на привлечение новых клиентов).",24.11.2018,https://otzovik.com/review_7292015.html
20,Пользователь,"Хочу оставить отзыв на обучение в Нетологии. Узнала об онлайн школе из рекомендаций крупного блогера. Решила попробовать. Прошла несколько бесплатных курсов. Но так как хотела пройти обучение в сфере ИТ, выбрала для себя курс «Системный администратор» длительностью 12 мес. Очень довольна. Однозначно рекомендую 👍. Очень объёмный и понятный материал. Преподавательский состав очень понравился. Вообщем, все классно. Планирую пройти обучение еще в одном направлении. Если еще есть сомнения, полагайтесь на отзывы. И решайтесь) 😉",20.01.2026,https://www.sravni.ru/shkola/netologiya/otzyvy/1065986/
